N,M,GC_LOWER_BOUND,GC_UPPER_BOUND,GC_LOWER_BOUND_REQUIRED_ITERATIONS,GC_UPPER_BOUND_REQUIRED_ITERATIONS,GC_SECONDS_TAKEN,METHOD,PRESOLVE,NUMERIC_FOCUS,FEASIBILITY_TOL,OPTIMALITY_TOL
4,1,0.5351128708645817,0.7650154552404693,77.0,118.0,16.625150442123413,3,-1.0,-1.0,-1.0,-1.0
4,1,0.5351128708645817,0.7650154552404693,77.0,118.0,16.513141870498657,3,-1.0,-1.0,-1.0,-1.0
4,1,0.5351128708645817,0.7650154552404693,77.0,118.0,16.490479469299316,3,-1.0,-1.0,-1.0,-1.0
4,1,0.5351128708645817,0.7650154552404693,77.0,118.0,16.466214656829834,3,-1.0,-1.0,-1.0,-1.0
4,1,0.5351128708645817,0.7650154552404693,77.0,118.0,16.536017894744873,3,-1.0,-1.0,-1.0,-1.0
4,1,0.5351128708645817,0.7650154552404693,77.0,118.0,17.0581955909729,3,-1.0,-1.0,-1.0,-1.0
4,1,0.5351128708645817,0.7650154552404693,77.0,118.0,16.55720543861389,3,-1.0,-1.0,-1.0,-1.0
4,1,0.5351128708645817,0.7650154552404693,77.0,118.0,16.474501132965088,3,-1.0,-1.0,-1.0,-1.0
4,1,0.5351128708645817,0.7650154552404693,77.0,118.0,16.64894700050354,3,-1.0,-1.0,-1.0,-1.0
4,1,0.5351128708645817,0.7650154552404693,77.0,118.0,16.508533477783203,3,-1.0,-1.0,-1.0,-1.0
4,1,0.5351128708645817,0.7650154552404693,77.0,118.0,16.503384590148926,3,-1.0,-1.0,-1.0,-1.0
4,1,0.5351128708645817,0.7650154552404693,77.0,118.0,16.544517278671265,3,-1.0,-1.0,-1.0,-1.0
4,1,0.5351128708645817,0.7650154552404693,77.0,118.0,16.521246671676636,3,-1.0,-1.0,-1.0,-1.0
4,2,0.5466229765799904,0.62196070693048,491.0,518.0,788.7211155891418,3,-1.0,-1.0,-1.0,-1.0
4,2,0.5466229765799906,0.6219607069304802,546.0,584.0,839.851291179657,3,-1.0,-1.0,-1.0,-1.0
4,2,,,,,,3,-1.0,-1.0,-1.0,-1.0
4,2,,,,,,3,-1.0,-1.0,-1.0,-1.0
4,2,,,,,,3,-1.0,-1.0,-1.0,-1.0
4,2,0.5466229765799905,0.62196070693048,516.0,562.0,805.3724603652954,3,-1.0,-1.0,-1.0,-1.0
4,2,0.5466229765799904,0.62196070693048,497.0,653.0,767.4601593017578,3,-1.0,-1.0,-1.0,-1.0
4,2,0.5466229765799904,-136.86889217808823,481.0,505.0,777.5807752609253,3,-1.0,-1.0,-1.0,-1.0
4,2,0.5466229765799905,0.6219607069304801,528.0,541.0,815.8589301109314,3,-1.0,-1.0,-1.0,-1.0
4,2,0.5466229765799904,0.62196070693048,510.0,548.0,812.9196183681488,3,-1.0,-1.0,-1.0,-1.0
4,2,0.5466229765799904,0.6219607069304801,524.0,570.0,808.5258870124817,3,-1.0,-1.0,-1.0,-1.0
4,2,0.5466229765799904,0.62196070693048,497.0,531.0,786.4415864944458,3,-1.0,-1.0,-1.0,-1.0
4,2,0.5466229765799904,-22799.492987645368,481.0,627.0,823.5326211452484,3,-1.0,-1.0,-1.0,-1.0
4,2,0.5466229765799904,0.62196070693048,481.0,611.0,825.9759907722473,3,-1.0,-1.0,-1.0,-1.0
4,2,0.5466229765799904,-132.1282349271035,549.0,541.0,806.3947637081146,3,-1.0,-1.0,-1.0,-1.0
4,3,,,,,,3,-1.0,-1.0,-1.0,-1.0
4,3,0.5521223935127596,0.6197315541167846,964.0,651.0,6907.9479150772095,3,-1.0,-1.0,-1.0,-1.0
4,3,,,,,,3,-1.0,-1.0,-1.0,-1.0
4,3,0.5521225950682891,0.6197315541167844,802.0,861.0,6974.115615606308,3,-1.0,-1.0,-1.0,-1.0
4,3,,,,,,3,-1.0,-1.0,-1.0,-1.0
4,3,,,,,,3,-1.0,-1.0,-1.0,-1.0
4,3,0.5521223935127594,0.6197315541167846,961.0,923.0,7217.278616666794,3,-1.0,-1.0,-1.0,-1.0
4,3,,,,,,3,-1.0,-1.0,-1.0,-1.0
4,3,0.5521223935127595,0.6197315541167845,745.0,982.0,7128.830492734909,3,-1.0,-1.0,-1.0,-1.0
4,3,,,,,,3,-1.0,-1.0,-1.0,-1.0
4,3,0.5521223935127595,0.6197315541167847,984.0,823.0,7078.763667821884,3,-1.0,-1.0,-1.0,-1.0
4,3,,,,,,3,-1.0,-1.0,-1.0,-1.0
4,3,0.5521223935127595,0.6277916237770231,746.0,932.0,7032.6952521801,3,-1.0,-1.0,-1.0,-1.0
4,3,0.5521223935127594,0.6197315541167847,912.0,956.0,7089.384516477585,3,-1.0,-1.0,-1.0,-1.0
4,3,0.5521223935127595,0.6197315541167846,914.0,988.0,7335.78106713295,3,-1.0,-1.0,-1.0,-1.0
5,1,,,,,,3,-1.0,-1.0,-1.0,-1.0
5,1,,,,,,3,-1.0,-1.0,-1.0,-1.0
5,1,,,,,,3,-1.0,-1.0,-1.0,-1.0
5,1,,,,,,3,-1.0,-1.0,-1.0,-1.0
5,1,,,,,,3,-1.0,-1.0,-1.0,-1.0
5,1,,,,,,3,-1.0,-1.0,-1.0,-1.0
5,1,,,,,,3,-1.0,-1.0,-1.0,-1.0
5,1,,,,,,3,-1.0,-1.0,-1.0,-1.0
5,1,,,,,,3,-1.0,-1.0,-1.0,-1.0
5,1,,,,,,3,-1.0,-1.0,-1.0,-1.0
5,1,,,,,,3,-1.0,-1.0,-1.0,-1.0
5,1,,,,,,3,-1.0,-1.0,-1.0,-1.0
5,1,,,,,,3,-1.0,-1.0,-1.0,-1.0
5,1,,,,,,3,-1.0,-1.0,-1.0,-1.0
5,1,,,,,,3,-1.0,-1.0,-1.0,-1.0
5,2,,,,,,3,-1.0,-1.0,-1.0,-1.0
5,2,0.1026592641090864,0.1221618095719302,671.0,687.0,14300.390670776367,3,-1.0,-1.0,-1.0,-1.0
5,2,,,,,,3,-1.0,-1.0,-1.0,-1.0
5,2,0.1026592641090864,0.1221618095719302,803.0,831.0,15464.085203886032,3,-1.0,-1.0,-1.0,-1.0
5,2,,,,,,3,-1.0,-1.0,-1.0,-1.0
5,2,,,,,,3,-1.0,-1.0,-1.0,-1.0
5,2,,,,,,3,-1.0,-1.0,-1.0,-1.0
5,2,,,,,,3,-1.0,-1.0,-1.0,-1.0
5,2,,,,,,3,-1.0,-1.0,-1.0,-1.0
5,2,0.1026592641090864,0.1221618095719302,729.0,696.0,15548.654343605042,3,-1.0,-1.0,-1.0,-1.0
5,2,0.1026592641090863,0.1221618095719302,688.0,785.0,15547.693910360336,3,-1.0,-1.0,-1.0,-1.0
5,2,,,,,,3,-1.0,-1.0,-1.0,-1.0
5,2,0.1026592641090864,0.1221618095719302,601.0,806.0,15487.877614974976,3,-1.0,-1.0,-1.0,-1.0
5,2,0.10265926410908638,0.12216180957193025,599.0,739.0,15279.200553417206,3,-1.0,-1.0,-1.0,-1.0
